matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,0,30.796787
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,16,16.077882
matrix-mult,parallel-paw-single-tiled,1,speed-up,1673,1673,16,22.830005
vector-mult,parallel-non-tiled,1,speed-up,2500,3353,0,0.018988
vector-mult,parallel-paw-tiled,1,speed-up,2500,3353,16,0.023426
vector-mult,parallel-paw-single-tiled,1,speed-up,2500,3353,16,0.032941
jacobi,parallel-non-tiled,1,speed-up,2897,2897,0,0.086325
jacobi,parallel-paw-tiled,1,speed-up,2897,2897,16,0.054947
jacobi,parallel-paw-single-tiled,1,speed-up,2897,2897,16,0.076670
matrix-mult,parallel-non-tiled-loop-inter,1,speed-up,1673,1673,0,15.075105
matrix-mult,parallel-paw-tiled-loop-inter,1,speed-up,1673,1673,16,15.065228
matrix-mult,parallel-paw-single-tiled-loop-inter,1,speed-up,1673,1673,16,18.575795
vector-mult,parallel-non-tiled-loop-inter,1,speed-up,2500,3353,0,0.018884
vector-mult,parallel-paw-tiled-loop-inter,1,speed-up,2500,3353,16,0.023297
vector-mult,parallel-paw-single-tiled-loop-inter,1,speed-up,2500,3353,16,0.035149
jacobi,parallel-non-tiled-loop-inter,1,speed-up,2897,2897,0,0.053501
jacobi,parallel-paw-tiled-loop-inter,1,speed-up,2897,2897,16,0.053363
jacobi,parallel-paw-single-tiled-loop-inter,1,speed-up,2897,2897,16,0.058720
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,8.457538
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,16,4.461795
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,16,6.492365
vector-mult,parallel-non-tiled,4,speed-up,2500,3353,0,0.005243
vector-mult,parallel-paw-tiled,4,speed-up,2500,3353,16,0.006535
vector-mult,parallel-paw-single-tiled,4,speed-up,2500,3353,16,0.009940
jacobi,parallel-non-tiled,4,speed-up,2897,2897,0,0.024762
jacobi,parallel-paw-tiled,4,speed-up,2897,2897,16,0.016420
jacobi,parallel-paw-single-tiled,4,speed-up,2897,2897,16,0.023580
matrix-mult,parallel-non-tiled-loop-inter,4,speed-up,1673,1673,0,4.117549
matrix-mult,parallel-paw-tiled-loop-inter,4,speed-up,1673,1673,16,4.186274
matrix-mult,parallel-paw-single-tiled-loop-inter,4,speed-up,1673,1673,16,5.021436
vector-mult,parallel-non-tiled-loop-inter,4,speed-up,2500,3353,0,0.005196
vector-mult,parallel-paw-tiled-loop-inter,4,speed-up,2500,3353,16,0.006546
vector-mult,parallel-paw-single-tiled-loop-inter,4,speed-up,2500,3353,16,0.011854
