matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,33.415796
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,38.170073
vector-mult,parallel-non-tiled,1,speed-up,2500,3353,0.033762
matrix-mult,parallel-paw-single-tiled,1,speed-up,1673,1673,26.564861
vector-mult,parallel-paw-tiled,1,speed-up,2500,3353,0.037912
vector-mult,parallel-paw-single-tiled,1,speed-up,2500,3353,0.039078
jacobi,parallel-non-tiled,1,speed-up,2897,2897,0.140114
jacobi,parallel-paw-tiled,1,speed-up,2897,2897,0.119370
jacobi,parallel-paw-single-tiled,1,speed-up,2897,2897,0.114611
matrix-mult,parallel-non-tiled,2,speed-up,1673,1673,16.729293
matrix-mult,parallel-paw-tiled,2,speed-up,1673,1673,37.759593
vector-mult,parallel-non-tiled,2,speed-up,2500,3353,0.020692
matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,34.808047
matrix-mult,parallel-paw-single-tiled,2,speed-up,1673,1673,32.752309
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,37.955778
vector-mult,parallel-paw-single-tiled,2,speed-up,2500,3353,0.030822
vector-mult,parallel-paw-tiled,2,speed-up,2500,3353,0.038041
vector-mult,parallel-non-tiled,1,speed-up,2500,3353,0.033761
jacobi,parallel-non-tiled,2,speed-up,2897,2897,0.057558
jacobi,parallel-paw-tiled,2,speed-up,2897,2897,0.144040
jacobi,parallel-paw-single-tiled,2,speed-up,2897,2897,0.117311
matrix-mult,parallel-non-tiled,3,speed-up,1673,1673,10.920236
matrix-mult,parallel-paw-single-tiled,1,speed-up,1673,1673,27.521354
vector-mult,parallel-paw-tiled,1,speed-up,2500,3353,0.038014
vector-mult,parallel-paw-single-tiled,1,speed-up,2500,3353,0.039096
jacobi,parallel-paw-tiled,1,speed-up,2897,2897,0.128398
jacobi,parallel-non-tiled,1,speed-up,2897,2897,0.145253
jacobi,parallel-paw-single-tiled,1,speed-up,2897,2897,0.146943
matrix-mult,parallel-paw-tiled,3,speed-up,1673,1673,30.011382
vector-mult,parallel-non-tiled,3,speed-up,2500,3353,0.016325
matrix-mult,parallel-non-tiled,2,speed-up,1673,1673,16.831295
matrix-mult,parallel-paw-single-tiled,3,speed-up,1673,1673,32.930175
vector-mult,parallel-paw-single-tiled,3,speed-up,2500,3353,0.020344
vector-mult,parallel-paw-tiled,3,speed-up,2500,3353,0.041457
jacobi,parallel-non-tiled,3,speed-up,2897,2897,0.042236
jacobi,parallel-paw-tiled,3,speed-up,2897,2897,0.144941
jacobi,parallel-paw-single-tiled,3,speed-up,2897,2897,0.115817
matrix-mult,parallel-paw-tiled,2,speed-up,1673,1673,38.699639
vector-mult,parallel-non-tiled,2,speed-up,2500,3353,0.021705
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,8.279485
matrix-mult,parallel-paw-single-tiled,2,speed-up,1673,1673,33.792774
vector-mult,parallel-paw-single-tiled,2,speed-up,2500,3353,0.024148
vector-mult,parallel-paw-tiled,2,speed-up,2500,3353,0.038253
jacobi,parallel-non-tiled,2,speed-up,2897,2897,0.072720
jacobi,parallel-paw-tiled,2,speed-up,2897,2897,0.129414
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,37.006995
jacobi,parallel-paw-single-tiled,2,speed-up,2897,2897,0.150153
vector-mult,parallel-non-tiled,4,speed-up,2500,3353,0.017594
matrix-mult,parallel-non-tiled,3,speed-up,1673,1673,10.981209
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,27.705987
vector-mult,parallel-paw-single-tiled,4,speed-up,2500,3353,0.018086
vector-mult,parallel-paw-tiled,4,speed-up,2500,3353,0.038090
jacobi,parallel-non-tiled,4,speed-up,2897,2897,0.029406
jacobi,parallel-paw-tiled,4,speed-up,2897,2897,0.144738
jacobi,parallel-paw-single-tiled,4,speed-up,2897,2897,0.113886
matrix-mult,parallel-paw-tiled,3,speed-up,1673,1673,34.276600
vector-mult,parallel-non-tiled,3,speed-up,2500,3353,0.016203
matrix-mult,parallel-non-tiled,5,speed-up,1673,1673,6.550666
matrix-mult,parallel-paw-single-tiled,3,speed-up,1673,1673,25.735385
matrix-mult,parallel-paw-tiled,5,speed-up,1673,1673,31.475093
vector-mult,parallel-paw-single-tiled,3,speed-up,2500,3353,0.016739
vector-mult,parallel-paw-tiled,3,speed-up,2500,3353,0.038699
vector-mult,parallel-non-tiled,5,speed-up,2500,3353,0.012848
jacobi,parallel-non-tiled,3,speed-up,2897,2897,0.048623
