matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,16,3.021423
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,16,3.158604
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.020056
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.988013
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,16,6.061648
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,16,3.278737
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,16,3.422617
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.902292
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,80,2.689669
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,2.764012
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.003739
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,80,4.055797
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,80,2.737789
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,16,6.487544
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,80,3.996603
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,144,2.919040
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.330207
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,144,2.542178
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,3.974359
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,144,4.963443
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.893818
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,80,8.005967
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.412020
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,16,23.484149
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,208,3.601739
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,144,4.865555
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,208,3.552329
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.024855
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,80,7.675189
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.325230
matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,0,32.183679
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,272,4.723059
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,208,7.099709
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,272,4.681410
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,144,7.348112
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.856868
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,208,6.395892
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.256408
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,336,5.832104
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.001916
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,272,4.637788
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,144,7.307844
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,336,5.576443
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,272,4.764441
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.498832
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.285499
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.016657
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,336,5.777345
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,400,7.086431
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,208,10.638889
matrix-mult,parallel-paw-single-tiled,1,speed-up,1673,1673,16,25.341520
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,16,23.473776
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,336,5.872966
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,400,6.244247
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,2.732615
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,3.970046
matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,0,31.948106
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,208,9.613715
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,400,6.888790
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,464,8.339440
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.903907
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,400,6.782242
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,272,9.119344
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,464,8.060083
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.012783
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,2.697561
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,464,8.324886
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,272,8.615172
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,80,27.941264
matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,0,31.297823
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,528,9.763692
matrix-mult,parallel-paw-single-tiled,1,speed-up,1673,1673,16,25.295816
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.878681
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,464,8.226607
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,336,11.226449
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.021053
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,528,9.358349
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.696023
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,528,9.763787
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,336,10.386013
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,592,10.931489
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,528,9.384138
matrix-mult,parallel-paw-single-tiled,1,speed-up,1673,1673,80,24.995547
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.916899
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,3.997785
matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,0,25.818474
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,80,27.222015
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,592,10.109144
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,400,13.583218
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,592,11.004782
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,3.821129
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,656,12.012583
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,400,12.977537
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,592,10.410350
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,3.711973
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.899262
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,464,7.977385
matrix-mult,parallel-paw-tiled,1,speed-up,1673,1673,144,28.545791
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,656,11.685742
matrix-mult,parallel-non-tiled,1,speed-up,1673,1673,0,31.870392
matrix-mult,parallel-paw-tiled,8,speed-up,1673,1673,656,12.154304
matrix-mult,parallel-paw-single-tiled,1,speed-up,1673,1673,80,27.573603
matrix-mult,parallel-non-tiled,12,speed-up,1673,1673,0,4.096664
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,464,7.810906
matrix-mult,parallel-paw-tiled,12,speed-up,1673,1673,720,13.537040
matrix-mult,parallel-non-tiled,4,speed-up,1673,1673,0,7.869969
matrix-mult,parallel-paw-single-tiled,8,speed-up,1673,1673,656,11.580564
matrix-mult,parallel-paw-tiled,4,speed-up,1673,1673,528,9.249989
matrix-mult,parallel-non-tiled,8,speed-up,1673,1673,0,4.028831
matrix-mult,parallel-paw-single-tiled,4,speed-up,1673,1673,528,9.158505
matrix-mult,parallel-paw-single-tiled,12,speed-up,1673,1673,720,12.526544
