matrix-mult,parallel-non-tiled,1,cache-misses,1100,1100,393452798
matrix-mult,parallel-paw-tiled,1,cache-misses,1100,1100,131866098
matrix-mult,parallel-paw-single-tiled,1,cache-misses,1100,1100,432479257
vector-mult,parallel-non-tiled,1,cache-misses,1100,1100,176659
vector-mult,parallel-paw-tiled,1,cache-misses,1100,1100,279718
vector-mult,parallel-paw-single-tiled,1,cache-misses,1100,1100,280549
jacobi,parallel-non-tiled,1,cache-misses,1100,1100,2863379
jacobi,parallel-paw-tiled,1,cache-misses,1100,1100,816407
jacobi,parallel-paw-single-tiled,1,cache-misses,1100,1100,2678298
matrix-mult,parallel-non-tiled,2,cache-misses,1100,1100,202074463
matrix-mult,parallel-paw-tiled,2,cache-misses,1100,1100,66217088
matrix-mult,parallel-paw-single-tiled,2,cache-misses,1100,1100,232447637
vector-mult,parallel-non-tiled,2,cache-misses,1100,1100,90767
vector-mult,parallel-paw-tiled,2,cache-misses,1100,1100,142133
vector-mult,parallel-paw-single-tiled,2,cache-misses,1100,1100,148691
jacobi,parallel-non-tiled,2,cache-misses,1100,1100,1400078
jacobi,parallel-paw-tiled,2,cache-misses,1100,1100,644695
jacobi,parallel-paw-single-tiled,2,cache-misses,1100,1100,1744595
matrix-mult,parallel-non-tiled,3,cache-misses,1100,1100,121478919
matrix-mult,parallel-paw-tiled,3,cache-misses,1100,1100,44387732
matrix-mult,parallel-paw-single-tiled,3,cache-misses,1100,1100,154345622
vector-mult,parallel-non-tiled,3,cache-misses,1100,1100,59668
vector-mult,parallel-paw-tiled,3,cache-misses,1100,1100,95989
vector-mult,parallel-paw-single-tiled,3,cache-misses,1100,1100,95129
jacobi,parallel-non-tiled,3,cache-misses,1100,1100,1154619
jacobi,parallel-paw-tiled,3,cache-misses,1100,1100,577485
jacobi,parallel-paw-single-tiled,3,cache-misses,1100,1100,759672
matrix-mult,parallel-non-tiled,4,cache-misses,1100,1100,86383985
matrix-mult,parallel-paw-tiled,4,cache-misses,1100,1100,33450159
matrix-mult,parallel-paw-single-tiled,4,cache-misses,1100,1100,247223345
vector-mult,parallel-non-tiled,4,cache-misses,1100,1100,49272
vector-mult,parallel-paw-tiled,4,cache-misses,1100,1100,74041
vector-mult,parallel-paw-single-tiled,4,cache-misses,1100,1100,78937
jacobi,parallel-non-tiled,4,cache-misses,1100,1100,924023
jacobi,parallel-paw-tiled,4,cache-misses,1100,1100,505771
jacobi,parallel-paw-single-tiled,4,cache-misses,1100,1100,1018341
matrix-mult,parallel-non-tiled,5,cache-misses,1100,1100,59172687
